store_branch_id,store_id,lat,lng
aff1621254f7c1be92f64550478c56e6,92cc227532d17e56e07902b254dfad10,-33.422497,-70.609231
56352739f59643540a3a6e16985f62c7,0336dcbab05b9d5ad24f4333c7658a0e,-33.385484,-70.555579
7d04bbbe5494ae9d2f5a76aa1c00fa2f,9bf31c7ff062936a96d3c8bd1f8f2ff3,-33.416579,-70.565224
2b24d495052a8ce66358eb576b8912c8,c4ca4238a0b923820dcc509a6f75849b,-33.5125776,-70.6559515
5487315b1286f907165907aa8fc96619,d82c8d1619ad8176d665453cfb2e55f0,-33.347645,-70.542229
24146db4eb48c718b84cae0a0799dcfc,5fd0b37cd7dbbb00f97ba6ce92bf5add,-33.404418,-70.597078
6e0721b2c6977135b916ef286bcb49ec,32bb90e8976aab5298d5da10fe66f21d,-33.41907,-70.551128
a981f2b708044d6fb4a71a1463242520,c4ca4238a0b923820dcc509a6f75849b,-33.516349,-70.708798
c5ab0bc60ac7929182aadd08703f1ec6,c0c7c76d30bd3dcaefc96f40275bdc0a,-33.455672,-70.58563
8bb88f80d334b1869781beb89f7b73be,1700002963a49da13542e0726b7bb758,-33.398621,-70.598018
c366c2c97d47b02b24c3ecade4c40a01,c86a7ee3d8ef0b551ed58e354a836f2b,-33.355406,-70.537186
8d8818c8e140c64c743113f563cf750f,d61e4bbd6393c9111e6526ea173a7c8b,-33.432952,-70.601684
d1f491a404d6854880943e5c3cd9ca25,9bf31c7ff062936a96d3c8bd1f8f2ff3,-33.428466,-70.540343
bca82e41ee7b0833588399b1fcd177c7,f7177163c833dff4b38fc8d2872f1ec6,-33.419042,-70.572607
39cd7b469beae7c617c73e0d008195ef,a89cf525e1d9f04d16ce31165e139a4b,-33.413698,-70.578663
795c7a7a5ec6b460ec00c5841019b9e9,9778d5d219c5080b9a6a17bef029331c,-33.521884,-70.597233
07563a3fe3bbe7e3ba84431ad9d055af,c4ca4238a0b923820dcc509a6f75849b,-33.008213,-71.545615
872488f88d1b2db54d55bc8bba2fad1b,735b90b4568125ed6c3f678819b6e058,-33.347645,-70.542229
602d1305678a8d5fdb372271e980da6a,9778d5d219c5080b9a6a17bef029331c,-33.5118,-70.656915
087408522c31eeb1f982bc0eaf81d35f,c4ca4238a0b923820dcc509a6f75849b,-36.828629,-73.060345
540ae6b0f6ac6e155062f3dd4f0b2b01,3644a684f98ea8fe223c713b77189a77,-33.409534,-70.567352
6c1da886822c67822bcf3679d04369fa,65b9eea6e1cc6bb9f0cd2a47751a186f,-32.9584868539,-71.5437147503
1373b284bc381890049e92d324f56de0,1ff8a7b5dc7a7d1f0ed65aaa29c04b1e,-33.0088544,-71.5485614
6e62a992c676f611616097dbea8ea030,f899139df5e1059396431415e770c6dd,-33.422007,-70.609839
2e65f2f2fdaf6c699b223c61b1b5ab89,03afdbd66e7929b125f8597834fa83a4,-33.366062,-70.670513
01e00f2f4bfcbb7505cb641066f2859b,f90f2aca5c640289d0a29417bcb63a37,-36.828592,-73.049248
9a1de01f893e0d2551ecbb7ce4dc963e,6da9003b743b65f4c0ccd295cc484e57,-33.4095335,-70.5673523
43fa7f58b7eac7ac872209342e62e8f1,d1fe173d08e959397adf34b1d77e88d7,-33.35758,-70.515266
a9be4c2a4041cadbf9d61ae16dd1389e,8f85517967795eeef66c225f7883bdcb,-33.39109,-70.55206
b887d8d5e65ac4dec3934028fe23ad72,6c3cf77d52820cd0fe646d38bc2145ca,-33.39409,-70.571154
5751ec3e9a4feab575962e78e006250d,c4ca4238a0b923820dcc509a6f75849b,-33.4630009,-70.5753013
fec8d47d412bcbeece3d9128ae855a7a,26657d5ff9020d2abefe558796b99584,-33.401876,-70.514344
f52854cc99ae1c1966b0a21d0127975b,f5deaeeae1538fb6c45901d524ee2f98,-33.380905,-70.544209
9cb9ed4f35cf7c2f295cc2bc6f732a84,9bf31c7ff062936a96d3c8bd1f8f2ff3,-33.435371,-70.6515
411ae1bf081d1674ca6091f8c59a266f,084b6fbb10729ed4da8c3d3f5a3ae7c9,-33.008917,-71.548186
45fbc6d3e05ebd93369ce542e8f2322d,c4ca4238a0b923820dcc509a6f75849b,-33.441246,-70.53545
9bb6dee73b8b0ca97466ccb24fff3139,05f971b5ec196b8c65b75d2ef8267331,-33.4318905914,-70.6448188307
185c29dc24325934ee377cfda20e414c,c0c7c76d30bd3dcaefc96f40275bdc0a,-33.376372,-70.525559
26657d5ff9020d2abefe558796b99584,6f4922f45568161a8cdf4ad2299f6d23,-33.355373,-70.538246
6a2feef8ed6a9fe76d6b3f30f02150b4,a87ff679a2f3e71d9181a67b7542122c,-33.285624,-70.699936
4d6e4749289c4ec58c0063a90deb3964,9188905e74c28e489b44e954ec0b9bca,-33.423267,-70.612204
3c59dc048e8850243be8079a5c74d079,c20ad4d76fe97759aa27a0c99bff6710,-33.386212,-70.57549
5a01f0597ac4bdf35c24846734ee9a76,acf4b89d3d503d8252c9c4ba75ddbf6d,-33.381289,-70.570993
0fcbc61acd0479dc77e3cccc0f5ffca7,9bf31c7ff062936a96d3c8bd1f8f2ff3,-33.285939,-70.675659
ba2fd310dcaa8781a9a652a31baf3c68,e369853df766fa44e1ed0ff613f563bd,-33.008891,-71.548654
26dd0dbc6e3f4c8043749885523d6a25,c0c7c76d30bd3dcaefc96f40275bdc0a,-33.352717,-70.52058
b5a1d925221b37e2e399f7b319038ba0,160c88652d47d0be60bfbfed25111412,-33.406546,-70.599482
8ce6790cc6a94e65f17f908f462fae85,02522a2b2726fb0a03bb19f2d8d9524d,-33.447476,-70.622235
36ed197b3f31618fdbadb3df86f804bd,27ed0fb950b856b06e1273989422e7d3,-33.352274,-70.519955
b7bb35b9c6ca2aee2df08cf09d7016c2,c0c7c76d30bd3dcaefc96f40275bdc0a,-36.826222,-73.049426
bad5f33780c42f2588878a9d07405083,4c5bde74a8f110656874902f07378009,-33.409427,-70.567352
54a367d629152b720749e187b3eaa11b,c9e1074f5b3f9fc8ea15d152add07294,-33.440255,-70.535998
0e7e05fa1026b0c5459267608ae320b8,2290a7385ed77cc5592dc2153229f082,-33.39933,-70.581981
55b37c5c270e5d84c793e486d798c01d,c0c7c76d30bd3dcaefc96f40275bdc0a,-33.440251,-70.841475
bffc98347ee35b3ead06728d6f073c68,63dc7ed1010d3c3b8269faf0ba7491d4,-33.420668,-70.609809
f9028faec74be6ec9b852b0a542e2f39,7647966b7343c29048673252e490f736,-33.341921,-70.52099
370bfb31abd222b582245b977ea5f25a,6e0721b2c6977135b916ef286bcb49ec,-33.458603,-70.605751
9461cce28ebe3e76fb4b931c35a169b0,c4ca4238a0b923820dcc509a6f75849b,-33.364106,-70.679271
6855456e2fe46a9d49d3d3af4f57443d,d645920e395fedad7bbbed0eca3fe2e0,-33.414213,-70.598768
97af4fb322bb5c8973ade16764156bed,14bfa6bb14875e45bba028a21ed38046,-33.351126,-70.510419
8217bb4e7fa0541e0f5e04fea764ab91,c22abfa379f38b5b0411bc11fa9bf92f,-33.38874,-70.545111
df7f28ac89ca37bf1abd2f6c184fe1cf,7cbbc409ec990f19c78c75bd1e06f215,-33.438689,-70.564076
18997733ec258a9fcaf239cc55d53363,9bf31c7ff062936a96d3c8bd1f8f2ff3,-33.385436,-70.555888
bdc4626aa1d1df8e14d80d345b2a442d,fe131d7f5a6b38b23cc967316c13dae2,-33.285241,-70.680769
734e6bfcd358e25ac1db0a4241b95651,8597a6cfa74defcbde3047c891d78f90,-33.402943,-70.578144
883e881bb4d22a7add958f2d6b052c9f,f899139df5e1059396431415e770c6dd,-33.415388,-70.540404
a941493eeea57ede8214fd77d41806bc,d296c101daa88a51f6ca8cfc1ac79b50,-33.388138,-70.554049
af3303f852abeccd793068486a391626,816b112c6105b3ebd537828a39af4818,-33.386316,-70.553255
217e342fc01668b10cb1188d40d3370e,f7177163c833dff4b38fc8d2872f1ec6,-33.362969,-70.511611
c5cc17e395d3049b03e0f1ccebb02b4d,c4ca4238a0b923820dcc509a6f75849b,-29.901425,-71.257707
3621f1454cacf995530ea53652ddf8fb,c74d97b01eae257e44aa9d5bade97baf,-33.412319,-70.512059
ce5140df15d046a66883807d18d0264b,5fd0b37cd7dbbb00f97ba6ce92bf5add,-33.452438,-70.56947
013a006f03dbc5392effeb8f18fda755,2a38a4a9316c49e5a833517c45d31070,-33.3901,-70.587097
008bd5ad93b754d500338c253d9c1770,ddb30680a691d157187ee1cf9e896d03,-32.933843,-71.530328
b83aac23b9528732c23cc7352950e880,e369853df766fa44e1ed0ff613f563bd,-33.402581,-70.577315
45c48cce2e2d7fbdea1afc51c7c6ad26,a87ff679a2f3e71d9181a67b7542122c,-33.4312825,-70.57874
426f990b332ef8193a61cc90516c1245,f0e52b27a7a5d6a1a87373dffa53dbe5,-33.277754,-70.627766
4ba3c163cd1efd4c14e3a415fa0a3010,f340f1b1f65b6df5b5e3f94d95b11daf,-33.392647,-70.515139
cb12d7f933e7d102c52231bf62b8a678,20aee3a5f4643755a79ee5f6a73050ac,-33.443461,-70.643512
8d317bdcf4aafcfc22149d77babee96d,3295c76acbf4caaed33c36b1b5fc2cb1,-33.405987,-70.543854
d82118376df344b0010f53909b961db3,9778d5d219c5080b9a6a17bef029331c,-33.386541,-70.56791
afda332245e2af431fb7b672a68b659d,f033ab37c30201f73f142449d037028d,-33.383812,-70.573672
2b38c2df6a49b97f706ec9148ce48d86,1385974ed5904a438616ff7bdb3f7439,-33.45465,-70.623436
670e8a43b246801ca1eaca97b3e19189,d1fe173d08e959397adf34b1d77e88d7,-33.417896,-70.607532
1f71e393b3809197ed66df836fe833e5,1068c6e4c8051cfd4e9ea8072e3189e2,-33.413773,-70.584101
e1696007be4eefb81b1a1d39ce48681b,084b6fbb10729ed4da8c3d3f5a3ae7c9,-33.452438,-70.56947
dc87c13749315c7217cdc4ac692e704c,38af86134b65d0f10fe33d30dd76442e,-33.398803,-70.59777
85f007f8c50dd25f5a45fca73cad64bd,24b16fede9a67c9251d3e7c7161c83ac,-33.425332,-70.564765
443cb001c138b2561a0d90720d6ce111,c0c7c76d30bd3dcaefc96f40275bdc0a,-32.958554,-71.544213
1f0e3dad99908345f7439f8ffabdffc4,c4ca4238a0b923820dcc509a6f75849b,-33.3865471,-70.5680753
9c01802ddb981e6bcfbec0f0516b8e35,f899139df5e1059396431415e770c6dd,-33.413978,-70.600482
4491777b1aa8b5b32c2e8666dbe1a495,b0b183c207f46f0cca7dc63b2604f5cc,-33.38874,-70.545111
62889e73828c756c961c5a6d6c01a463,34173cb38f07f89ddbebc2ac9128303f,-33.5187624011,-70.5992866645
2d00f43f07911355d4151f13925ff292,1068c6e4c8051cfd4e9ea8072e3189e2,-33.440835,-70.535232
36a16a2505369e0c922b6ea7a23a56d2,a0a080f42e6f13b3a2df133f073095dd,-33.351031,-70.509748
ab233b682ec355648e7891e66c54191b,c0c7c76d30bd3dcaefc96f40275bdc0a,-33.467678,-70.731483
7eb3c8be3d411e8ebfab08eba5f49632,34173cb38f07f89ddbebc2ac9128303f,-33.389646,-70.569166
6cd67d9b6f0150c77bda2eda01ae484c,072b030ba126b2f4b2374f342be9ed44,-33.422551,-70.564469
130f1a8e9e102707f3f91b010f151b0b,3cec07e9ba5f5bb252d13f5f431e4bbb,-33.386505,-70.569999
489d0396e6826eb0c1e611d82ca8b215,58a2fc6ed39fd083f55d4182bf88826d,-33.285519,-70.681544
845f3cb43a07259b2e4724dfa5c5c0d1,147702db07145348245dc5a2f2fe5683,-33.443941,-70.56179
a486cd07e4ac3d270571622f4f316ec5,c4ca4238a0b923820dcc509a6f75849b,-33.631583,-70.710362
39ea40e164f970c54b0530436d5a9f7a,7e7e69ea3384874304911625ac34321c,-33.405622,-70.573625
1ef91c212e30e14bf125e9374262401f,6a9aeddfc689c1d0e3b9ccc3ab651bc5,-32.940396,-71.546217
a8f8f60264024dca151f164729b76c0b,84d9ee44e457ddef7f2c4f25dc8fa865,-33.383659,-70.573444
1d94108e907bb8311d8802b48fd54b4a,8757150decbd89b0f5442ca3db4d0e0e,-33.409821,-70.567451
b6f0479ae87d244975439c6124592772,a87ff679a2f3e71d9181a67b7542122c,-33.479919,-70.752381
5fa9e41bfec0725742cc9d15ef594120,b7b16ecf8ca53723593894116071700c,-33.42591,-70.577487
92426b262d11b0ade77387cf8416e153,08d98638c6fcd194a4b1e6992063e944,-33.373539,-70.518173
f50a6c02a3fc5a3a5d4d9391f05f3efc,e3796ae838835da0b6f6ea37bcf8bcb7,-33.381697,-70.536477
1cd138d0499a68f4bb72bee04bbec2d7,fc8001f834f6a5f0561080d134d53d29,-33.440823,-70.533188
53ed35c74a2ec275b837374f04396c03,647bba344396e7c8170902bcf2e15551,-33.425203,-70.562614
4e8412ad48562e3c9934f45c3e144d48,3636638817772e42b59d74cff571fbb3,-33.442361,-70.651043
52292e0c763fd027c6eba6b8f494d2eb,42a0e188f5033bc65bf8d78622277c4e,-33.416656,-70.606892
9cc138f8dc04cbf16240daa92d8d50e2,c0c7c76d30bd3dcaefc96f40275bdc0a,-33.499642,-70.654192
8fb5f8be2aa9d6c64a04e3ab9f63feee,9a1158154dfa42caddbd0694a4e9bdc8,-33.395636,-70.505318
43b52842663fa6e4100c72751d08de6f,a7d8ae4569120b5bec12e7b6e9648b86,-33.41004,-70.567572
9683cc5f89562ea48e72bb321d9f03fb,8f53295a73878494e9bc8dd6c3c7104f,-33.439438,-70.55538
eaa32c96f620053cf442ad32258076b9,0e65972dce68dad4d52d063967f0a705,-33.427489,-70.554404
95151403b0db4f75bfd8da0b393af853,34173cb38f07f89ddbebc2ac9128303f,-33.413773,-70.584101
df6d2338b2b8fce1ec2f6dda0a630eb0,c9e1074f5b3f9fc8ea15d152add07294,-33.511006,-70.607651
c3d377d10b13f8b39bf1218a60fe77b1,9c01802ddb981e6bcfbec0f0516b8e35,-33.360802,-70.515778
e4a6222cdb5b34375400904f03d8e6a5,9bf31c7ff062936a96d3c8bd1f8f2ff3,-33.45584,-70.586746
ccb0989662211f61edae2e26d58ea92f,a3f390d88e4c41f2747bfa2f1b5f87db,-33.355428,-70.537503
4ea6a546c19499318091a9df40a13181,43fa7f58b7eac7ac872209342e62e8f1,-33.412419,-70.57907
ac73001b1d44f4925449ce09d9f5d5ca,024d7f84fff11dd7e8d9c510137a2381,-33.423485,-70.61042
4c144c47ecba6f8318128703ca9e2601,941e1aaaba585b952b62c14a3a175a61,-33.39562,-70.572127
97d0145823aeb8ed80617be62e08bdcc,c4ca4238a0b923820dcc509a6f75849b,-33.5413536,-70.7677613
903ce9225fca3e988c2af215d4e544d3,a87ff679a2f3e71d9181a67b7542122c,-33.4867883,-70.6508589
a38b16173474ba8b1a95bcbc30d3b8a5,1068c6e4c8051cfd4e9ea8072e3189e2,-33.35758,-70.515266
7fb8ceb3bd59c7956b1df66729296a4c,e96ed478dab8595a7dbda4cbcbee168f,-33.382914,-70.572487
06fe1c234519f6812fc4c1baae25d6af,918317b57931b6b7a7d29490fe5ec9f9,-33.359768,-70.543273
f83630579d055dc5843ae693e7cdafe0,5d44ee6f2c3f71b73125876103c8f6c4,-33.424454,-70.59198
d3d80b656929a5bc0fa34381bf42fbdd,e0ec453e28e061cc58ac43f91dc2f3f0,-33.390915,-70.571526
5c572eca050594c7bc3c36e7e8ab9550,ea5d2f1c4608232e07d3aa3d998e5135,-33.388139,-70.564639
731ae30af8750c2d28720ea3c1f8c2b1,4e0cb6fb5fb446d1c92ede2ed8780188,-33.427431,-70.578561
faafda66202d234463057972460c04f5,03c6b06952c750899bb03d998e631860,-33.414851,-70.588207
c2626d850c80ea07e7511bbae4c76f4b,68d30a9594728bc39aa24be94b319d21,-33.388057,-70.577558
add217938e07bb1fd8796e0315b88c10,e369853df766fa44e1ed0ff613f563bd,-33.517613,-70.598084
bc4e356fee1972242c8f7eabf4dff517,d4c2e4a3297fe25a71d030b67eb83bfc,-33.401487,-70.577024
2b3bf3eee2475e03885a110e9acaab61,f899139df5e1059396431415e770c6dd,-36.829551,-73.065254
6d9c547cf146054a5a720606a7694467,eecca5b6365d9607ee5a9d336962c534,-33.413616,-70.558354
f79921bbae40a577928b76d2fc3edc2a,9a1158154dfa42caddbd0694a4e9bdc8,-33.357392,-70.516489
dd28e50635038e9cf3a648c2dd17ad0a,0fcbc61acd0479dc77e3cccc0f5ffca7,-33.384479,-70.573919
854d9fca60b4bd07f9bb215d59ef5561,e369853df766fa44e1ed0ff613f563bd,-33.352549,-70.52074
cfbce4c1d7c425baf21d6b6f2babe6be,3295c76acbf4caaed33c36b1b5fc2cb1,-33.00956,-71.545877
8baca01b732cf56f7ce83df216514363,a7d8ae4569120b5bec12e7b6e9648b86,-33.452438,-70.56947
e0c641195b27425bb056ac56f8953d24,a87ff679a2f3e71d9181a67b7542122c,-33.496613,-70.757923
4311359ed4969e8401880e3c1836fbe1,f899139df5e1059396431415e770c6dd,-33.380573,-70.571049
f52378e14237225a6f6c7d802dc6abbd,4c5bde74a8f110656874902f07378009,-33.40213,-70.593113
84438b7aae55a0638073ef798e50b4ef,bf8229696f7a3bb4700cfddef19fa23f,-33.286469,-70.669054
10a5ab2db37feedfdeaab192ead4ac0e,9a1158154dfa42caddbd0694a4e9bdc8,-33.417009,-70.607245
6c14da109e294d1e8155be8aa4b1ce8e,2a79ea27c279e471f4d180b08d62b00a,-33.353269,-70.521353
b9141aff1412dc76340b3822d9ea6c72,f899139df5e1059396431415e770c6dd,-33.02001,-71.558543
ae1eaa32d10b6c886981755d579fb4d8,4734ba6f3de83d861c3176a6273cac6d,-33.447799,-70.625351
8e296a067a37563370ded05f5a3bf3ec,c74d97b01eae257e44aa9d5bade97baf,-33.385118,-70.574506
040a99f23e8960763e680041c601acab,9c01802ddb981e6bcfbec0f0516b8e35,-33.425922,-70.577309
298f95e1bf9136124592c8d4825a06fc,c4ca4238a0b923820dcc509a6f75849b,-36.817707,-73.033122
